,1_AIT_001_PV,1_AIT_002_PV,1_AIT_003_PV,1_AIT_004_PV,1_AIT_005_PV,1_FIT_001_PV,1_LS_001_AL,1_LS_002_AL,1_LT_001_PV,1_MV_001_STATUS,1_MV_002_STATUS,1_MV_003_STATUS,1_MV_004_STATUS,1_P_001_STATUS,1_P_002_STATUS,1_P_003_STATUS,1_P_004_STATUS,1_P_005_STATUS,1_P_006_STATUS,2_DPIT_001_PV,2_FIC_101_CO,2_FIC_101_PV,2_FIC_101_SP,2_FIC_201_CO,2_FIC_201_PV,2_FIC_201_SP,2_FIC_301_CO,2_FIC_301_PV,2_FIC_301_SP,2_FIC_401_CO,2_FIC_401_PV,2_FIC_401_SP,2_FIC_501_CO,2_FIC_501_PV,2_FIC_501_SP,2_FIC_601_CO,2_FIC_601_PV,2_FIC_601_SP,2_FIT_001_PV,2_FIT_002_PV,2_FIT_003_PV,2_FQ_101_PV,2_FQ_201_PV,2_FQ_301_PV,2_FQ_401_PV,2_FQ_501_PV,2_FQ_601_PV,2_LS_001_AL,2_LS_002_AL,2_LS_101_AH,2_LS_101_AL,2_LS_201_AH,2_LS_201_AL,2_LS_301_AH,2_LS_301_AL,2_LS_401_AH,2_LS_401_AL,2_LS_501_AH,2_LS_501_AL,2_LS_601_AH,2_LS_601_AL,2_LT_001_PV,2_LT_002_PV,2_MCV_007_CO,2_MCV_101_CO,2_MCV_201_CO,2_MCV_301_CO,2_MCV_401_CO,2_MCV_501_CO,2_MCV_601_CO,2_MV_001_STATUS,2_MV_002_STATUS,2_MV_003_STATUS,2_MV_004_STATUS,2_MV_005_STATUS,2_MV_006_STATUS,2_MV_009_STATUS,2_MV_101_STATUS,2_MV_201_STATUS,2_MV_301_STATUS,2_MV_401_STATUS,2_MV_501_STATUS,2_MV_601_STATUS,2_P_001_STATUS,2_P_002_STATUS,2_P_003_SPEED,2_P_003_STATUS,2_P_004_SPEED,2_P_004_STATUS,2_PIC_003_CO,2_PIC_003_PV,2_PIC_003_SP,2_PIT_001_PV,2_PIT_002_PV,2_PIT_003_PV,2_SV_101_STATUS,2_SV_201_STATUS,2_SV_301_STATUS,2_SV_401_STATUS,2_SV_501_STATUS,2_SV_601_STATUS,2A_AIT_001_PV,2A_AIT_002_PV,2A_AIT_003_PV,2A_AIT_004_PV,2B_AIT_001_PV,2B_AIT_002_PV,2B_AIT_003_PV,2B_AIT_004_PV,3_AIT_001_PV,3_AIT_002_PV,3_AIT_003_PV,3_AIT_004_PV,3_AIT_005_PV,3_FIT_001_PV,3_LS_001_AL,3_LT_001_PV,3_MV_001_STATUS,3_MV_002_STATUS,3_MV_003_STATUS,3_P_001_STATUS,3_P_002_STATUS,3_P_003_STATUS,3_P_004_STATUS,LEAK_DIFF_PRESSURE,PLANT_START_STOP_LOG,TOTAL_CONS_REQUIRED_FLOW,attack
2160,0.7812664772223546,0.30664102713517083,0.9519896229280749,0.963382833614103,0.6372913279577195,0.00015392944431231748,0.0,0.0,0.42573979341548146,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.9071293039198389,0.2518549872152633,0.049461079061879146,0.07142857142857142,0.20171081898121862,0.05347251841396693,0.06818181818181815,1.0,0.007230278641944509,0.15217391304347824,0.25953289386824846,0.03523292558145588,0.09302325581395346,0.2149915539081019,0.03603138904573211,0.0,0.22921057227353947,0.02884343359509737,0.09090909090909091,0.9801717840207144,0.5389055799501835,0.0,0.049951036734259116,0.05249126262888633,0.007525252216433497,0.0358257609921346,0.03652769006335342,0.028947934271431202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3621573654111607,0.8393199578119755,0.0,0.261453,0.250612,0.278144,0.0,0.270996,0.30848600000000004,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.0020429526444061944,0.0,0.9312659836629258,0.0,1.0,0.0014041268968176665,0.0,0.7350042678668425,0.9059323324237798,0.0014047679199608943,0.0,0.0,0.0,0.0,0.0,0.0,0.1748633268237545,7.337491788359279e-42,0.45833211111436967,0.5858542915958118,0.5138879012415911,0.015988342315610027,0.8269591773836535,0.3603536722073337,0.0,0.9979688884335127,0.029083798030317406,0.6547193230629631,0.36743648066812845,0.45064150030601535,0.0,0.05670794831486603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17053931117729898,0.0,0.24778761061946905,0.0
2161,0.7811544904367952,0.3037279296078317,0.9521373976865041,0.963394228997833,0.6371882511139324,0.00018313256634007723,0.0,0.0,0.42455704619411394,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.9075865644611346,0.24151862167950472,0.04952629934305912,0.07142857142857142,0.18987663671993016,0.051795772248733586,0.06818181818181815,1.0,0.007230278641944509,0.15217391304347824,0.2587932597481161,0.035622070306757694,0.09302325581395346,0.20734718354856932,0.0362408014934025,0.0,0.2315937274687186,0.02867851646149977,0.09090909090909091,0.9801501705304383,0.5304530553201686,0.0,0.05155010430251898,0.05271994941311803,0.007525252216433497,0.035606195347119916,0.03624760901879118,0.029339208009054065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3616314993755303,0.8535644086485451,0.0,0.263774,0.24333400000000002,0.27765,0.0,0.25958400000000004,0.298825,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.0020394233698038514,0.0,0.946266971250348,0.0,1.0,0.001481229175009033,0.0,0.7380823051654124,0.9079077063624671,0.001546422763909809,0.0,0.0,0.0,0.0,0.0,0.0,0.1748633268237545,6.565401367277735e-42,0.45833211111436967,0.5838852591067756,0.5138879012415911,0.022206765289971675,0.8498921296685436,0.36072486470033605,0.0,0.9979688884335127,0.04862172456074738,0.6470976951607044,0.36735591405363743,0.45072796144273225,0.0,0.08734327671484898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17193776159609803,0.0,0.24778761061946905,0.0
2162,0.7812128168876074,0.30664102713517083,0.9521004539968967,0.9633505466935346,0.6377434604770582,0.00012847086178533027,0.0,0.0,0.4280274361423795,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.9094390097248877,0.23278278146211015,0.05075125771237818,0.07142857142857142,0.1833489608734469,0.047553847061204205,0.06818181818181815,1.0,0.007230278641944509,0.15217391304347824,0.25796591589529116,0.03587841691697349,0.09302325581395346,0.20120466646970117,0.03676562928408108,0.0,0.2330045177649449,0.02941077400450064,0.09090909090909091,0.9802128496522391,0.5345855909063675,0.0,0.05106986060566843,0.04862082413665448,0.007525252216433497,0.036154775265371975,0.03688362639081796,0.029762254593466587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3634555971866167,0.8415122568994998,0.0,0.265283,0.2374505,0.2766885,0.0,0.2537525,0.29106350000000003,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.002030801036324143,0.0,0.9465632474769988,0.0,1.0,0.0016370203599055666,0.0,0.7427122940430926,0.908119568222524,0.0016377677054190045,0.0,0.0,0.0,0.0,0.0,0.0,0.1748633268237545,7.722207947222725e-42,0.45833211111436967,0.5850711536740363,0.5138879012415911,0.015884916714304143,0.8502190094608348,0.36102924254459845,0.0,0.9979688884335127,0.13961739483149035,0.5943483761736754,0.36735985481195493,0.44917252559319676,0.0,0.06335071507994261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16928070580037974,0.0,0.24778761061946905,0.0
2163,0.7813458011954589,0.30664102713517083,0.9522030753569171,0.9633619420772647,0.6377598590658424,0.00012235212387431933,0.0,0.0,0.4146219695346273,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.9104057377196741,0.22502023366804502,0.05001736969547309,0.07142857142857142,0.17526746729131598,0.04918104600940904,0.06818181818181815,1.0,0.007230278641944509,0.15217391304347824,0.2571549855596953,0.03604887419902421,0.09302325581395346,0.19529779582608375,0.036894972266465736,0.0,0.23452700215047656,0.029266551105813957,0.09090909090909091,0.9787885206430446,0.5305078362392899,0.0,0.050840861567660676,0.04861553362149688,0.007525252216433497,0.036023938202931725,0.03712804896905862,0.030333359418249172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3657726944061004,0.8417229972673664,0.0,0.26651199999999997,0.231997,0.27595400000000003,0.0,0.246568,0.283735,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.0020588248156869215,0.0,0.9410125925152251,0.0,1.0,0.0016808821151011654,0.0,0.742738159902744,0.9075380750321549,0.001686791983233145,0.0,0.0,0.0,0.0,0.0,0.0,0.1748633268237545,7.74101719286565e-42,0.45833211111436967,0.5835272531996765,0.5138879012415911,0.015892186245386353,0.8385867585665849,0.36095500404599834,0.0,0.9979688884335127,0.15517437068213238,0.5889888916963448,0.36737605570726023,0.45076081667468465,0.0,0.05904681568958203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1687257417920774,0.0,0.24778761061946905,0.0
2164,0.7812244821777699,0.30081434648330513,0.952162026812909,0.963394228997833,0.6371367126920393,0.00016655651983289564,0.0,0.0,0.41704934611046324,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.91201875128267,0.21381331213141958,0.05082079404157742,0.07142857142857142,0.16872611347180771,0.04396457831867088,0.06818181818181815,1.0,0.007230278641944509,0.15217391304347824,0.2559660314054187,0.03604524041975568,0.09302325581395346,0.18708787402194949,0.037520292098596045,0.0,0.2363798713889536,0.029429239629498054,0.09090909090909091,0.9793504713902229,0.530418817245718,0.0,0.051542907189895876,0.044494392975506544,0.007525252216433497,0.03629664073920567,0.03794268284056898,0.030269491157697382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3773088805626763,0.8763683142368602,0.0,0.268472,0.223815,0.274711,0.0,0.240317,0.27301600000000004,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.002050594623829696,0.0,0.9349950310392008,0.0,1.0,0.001817305942023441,0.0,0.7493339541139652,0.9121098836813277,0.001800845253588014,0.0,0.0,0.0,0.0,0.0,0.0,0.1748633268237545,6.662776553503188e-42,0.45833211111436967,0.5855634117962936,0.5138879012415911,0.015895490577696403,0.8502190094608348,0.3611183287429194,0.0,0.9979688884335127,0.10256899750114895,0.6254943222791296,0.3674855212160795,0.45073141988820087,0.0,0.06305356389708905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16869433799319905,0.0,0.24778761061946905,0.0
2165,0.7810098408387812,0.29790027776159117,0.9522277044833221,0.9633296551566961,0.6376099291112431,0.00014800598783241238,0.0,0.0,0.414370448606539,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.9127568490068085,0.2032022618450769,0.049342787375425266,0.07142857142857142,0.161098181475188,0.044889573604851164,0.06818181818181815,1.0,0.007230278641944509,0.15217391304347824,0.25432467968251743,0.03676605008920267,0.09302325581395346,0.17905599619111576,0.03699384346853922,0.0,0.23807616012840432,0.029654329230759634,0.09090909090909091,0.9786545170033328,0.5304693184055328,0.0,0.04983359294190942,0.045306060397749794,0.007525252216433497,0.0366131227267687,0.03737992740843926,0.030320456739349824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3877276013935429,0.8844923054796491,0.0,0.270098,0.21629600000000002,0.273409,0.0,0.233511,0.263263,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.002041972290349988,0.0,0.9319433341985497,0.0,1.0,0.0018340638861609514,0.0,0.7503685885000388,0.9177495161736245,0.0018349011875472094,0.0,0.0,0.0,0.0,0.0,0.0,0.1748633268237545,7.134754448209388e-42,0.45833211111436967,0.5840195113219355,0.5138879012415911,0.018021497986009438,0.8442931457977272,0.3612371103406806,0.0,0.9979688884335127,0.11606465381702753,0.6215543141272614,0.3673208850908153,0.45074265983597406,0.0,0.04349909896093074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16547741134560373,0.0,0.24778761061946905,0.0
2166,0.7809048532273193,0.2920755394984752,0.9520717200160911,0.9633609924619537,0.6372679014023135,0.00014050775877614223,0.0,0.0,0.40440942137510677,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.912710042809668,0.19255227986180112,0.05052794219078889,0.07142857142857142,0.155641217357107,0.04171120505870936,0.06818181818181815,1.0,0.007230278641944509,0.15217391304347824,0.25245866794254407,0.037314750758749626,0.09302325581395346,0.17021768389297967,0.03796018790585412,0.0,0.23934028669054275,0.030472229069007116,0.09090909090909091,0.9791905315621797,0.530495852913232,0.0,0.05128381113546425,0.041381863445045575,0.007525252216433497,0.03719729433633593,0.037960349989791954,0.031012040328355115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3656740945244188,0.8660030842002654,0.0,0.271308,0.20770700000000003,0.27129200000000003,0.0,0.22835899999999998,0.253356,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.0020472626155923213,0.0,0.9303756037985407,0.0,1.0,0.0020086848111055817,0.0,0.7534078270091304,0.9159789921185384,0.002009601831820936,0.0,0.0,0.0,0.0,0.0,0.0,0.1748633268237545,6.449571349189974e-42,0.45833211111436967,0.5840866374295182,0.5138879012415911,0.0158968123106204,0.8502190094608348,0.3613484680885817,0.0,0.9979688884335127,0.10363645159429674,0.6162662968202182,0.36742816128945816,0.4516280218759542,0.0,0.03734519381925594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16606328846842694,0.0,0.24778761061946905,0.0
2167,0.7810378375351709,0.2993587689140105,0.9520019374912773,0.9634141709193607,0.637338181068532,0.0001482058442908807,0.0,0.0,0.4096409568694507,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.9147641147687955,0.18491031218462622,0.04858172424136184,0.07142857142857142,0.15104815401528934,0.04192613746912952,0.06818181818181815,1.0,0.007230278641944509,0.15217391304347824,0.2510476183832624,0.03733969169827449,0.09302325581395346,0.16301161590301338,0.03862456996700036,0.0,0.24046818821852833,0.03043927747957208,0.09090909090909091,0.9783108625079429,0.5304299446199146,0.0,0.04852273702005645,0.04172148038580757,0.007525252216433497,0.03796794635673755,0.03850381743332045,0.03059738048522717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35992243475974384,0.8738673953689056,0.0,0.272293,0.20111050000000003,0.26997250000000006,0.0,0.2243925,0.24664450000000002,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.002038738317518234,0.0,0.9404614049801295,0.0,1.0,0.002045950912231408,0.0,0.756628126535785,0.9203093884354477,0.002046884945962704,0.0,0.0,0.0,0.0,0.0,0.0,0.1748633268237545,6.663662587954741e-42,0.45833211111436967,0.5842432650138711,0.5138879012415911,0.015884586281073143,0.8327729679751199,0.3608436462980973,0.0,0.9979688884335127,0.05320878151706121,0.6431213540216191,0.36744917866715154,0.4479378605608808,0.0,0.06796135117518443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16453726011668474,0.0,0.24778761061946905,0.0
2168,0.7810448367092683,0.30955436746110365,0.9518705821504512,0.9634303143796448,0.6373217824797477,0.00016103277626992722,0.0,0.0,0.40279948781555763,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.9157524456238006,0.17919221919756584,0.04606482883161,0.07142857142857142,0.14869718401174076,0.03563825392326824,0.06818181818181815,1.0,0.007230278641944509,0.15217391304347824,0.24920468815189228,0.03808808505580527,0.09302325581395346,0.15603805239582777,0.03886380585923061,0.0,0.24142698280756558,0.03051552777589761,0.09090909090909091,0.9777899773922891,0.5223352078679095,0.0,0.046584587304803665,0.03600840666271778,0.007525252216433497,0.0381527557961487,0.03853947589964203,0.030696569829265944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3634720305002297,0.9025880115697461,0.0,0.27331700000000003,0.19446300000000002,0.268111,0.0,0.22165400000000002,0.241603,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.002037661123610134,0.0,0.9383848860861861,0.0,1.0,0.002168593362558594,0.0,0.7611805178345104,0.9193742912895224,0.0021695833859936555,0.0,0.0,0.0,0.0,0.0,0.0,0.1748633268237545,6.797580366489164e-42,0.45833211111436967,0.5861227960261335,0.5138879012415911,0.01587830804968393,0.8385867585665849,0.3612371103406806,0.0,0.9979688884335127,0.062013649718018704,0.6387934866204236,0.36744436218476345,0.44795299125980625,0.0,0.09412982631034073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16584100845449146,0.0,0.24778761061946905,0.0
2169,0.780547895348349,0.28624934444379696,0.951874687004852,0.9632973682361277,0.6371179714477142,0.4024590472529693,0.0,0.0,0.3948506280088315,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.9163825290468459,0.17269711442588076,0.04423866095857061,0.07142857142857142,0.1458083961088465,0.0366804540055918,0.06818181818181815,1.0,0.007230278641944509,0.15217391304347824,0.2467108593779092,0.03854495021292955,0.09302325581395346,0.14659020131850992,0.03918003162192793,0.0,0.24231740391202805,0.030767997441810517,0.09090909090909091,0.6482447684546787,0.517492232236859,0.0,0.04501381747481191,0.036067455638347755,0.007525252216433497,0.038065531087855195,0.039610850728667796,0.031771685548554494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3581805035167278,0.9107140003515667,0.0,0.27416,0.185147,0.265689,0.0,0.219373,0.234996,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.002041188007105023,0.0,0.9520301384794051,0.0,1.0,0.0022779527163198166,0.0,0.7639481648172577,0.9206945462850549,0.0022789926653540874,0.0,0.0,0.0,0.0,0.0,0.0,0.1748633268237545,7.070732130267317e-42,0.45833211111436967,0.5849369014588746,0.5000071110605435,0.01992644556277734,0.8384793552062617,0.36165284593284364,0.0,0.9979688884335127,0.08530366715229595,0.6213783665647991,0.36745224370139845,0.4473248511015586,0.0,0.05874007898470168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16706428455767258,0.0,0.24778761061946905,0.0
